id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria_nps,volveria_comprar,calificacion_general
7905,Pollo Frito,Semanal,100,7,9,Aceptable,Medio,6,No,7
7906,Pollo Frito,Mensual,81,6,7,Aceptable,Medio,1,No,5
7907,Sándwiches,Quincenal,43,3,6,Aceptable,Medio,10,No,6
7908,Hot Dogs,Mensual,75,10,7,Lento,Medio,3,No,7
7909,Pollo Frito,Mensual,52,8,9,Rápido,Bajo,10,Sí,9
7910,Pizza,Mensual,91,8,6,Rápido,Medio,9,Sí,8
7911,Pollo Frito,Diario,103,5,3,Rápido,Alto,9,No,6
7912,Shawarmas,Semanal,80,10,0,Aceptable,Medio,9,Sí,6
7913,Hamburguesas,Diario,114,2,8,Lento,Alto,9,Sí,6
7914,Pizza,Ocasional,113,9,2,Lento,Medio,9,Sí,7
7915,Hot Dogs,Quincenal,59,5,4,Rápido,Medio,3,Sí,4
7916,Hamburguesas,Mensual,67,9,10,Rápido,Bajo,2,No,7
7917,Tacos,Diario,43,9,4,Lento,Medio,3,Sí,5
7918,Tacos,Quincenal,53,10,8,Rápido,Alto,8,Sí,9
7919,Shawarmas,Diario,72,8,5,Rápido,Bajo,6,Sí,6
7920,Hot Dogs,Mensual,28,5,8,Lento,Alto,8,No,7
7921,Hot Dogs,Quincenal,75,9,5,Rápido,Medio,8,Sí,7
7922,Shawarmas,Quincenal,52,3,9,Aceptable,Medio,0,Sí,4
7923,Pizza,Mensual,141,8,9,Rápido,Bajo,0,Sí,6
7924,Tacos,Mensual,56,6,4,Rápido,Bajo,8,Sí,6
7925,Pollo Frito,Semanal,115,5,8,Rápido,Bajo,8,No,7
7926,Hot Dogs,Mensual,30,5,8,Rápido,Bajo,6,No,6
7927,Hot Dogs,Mensual,49,9,5,Aceptable,Alto,3,Sí,6
7928,Tacos,Diario,27,10,3,Rápido,Alto,6,No,6
7929,Pollo Frito,Mensual,77,8,5,Rápido,Medio,8,Sí,7
7930,Sándwiches,Semanal,42,9,7,Rápido,Alto,1,Sí,6
7931,Pizza,Semanal,145,8,5,Aceptable,Alto,6,No,6
7932,Hamburguesas,Mensual,41,9,6,Lento,Medio,10,Sí,8
7933,Pizza,Mensual,70,5,8,Rápido,Medio,1,Sí,5
7934,Pizza,Mensual,108,9,7,Aceptable,Medio,10,Sí,9
7935,Hot Dogs,Ocasional,54,8,9,Aceptable,Alto,7,Sí,8
7936,Shawarmas,Quincenal,100,7,8,Aceptable,Alto,8,Sí,8
7937,Pizza,Mensual,127,10,3,Rápido,Medio,10,Sí,8
7938,Pollo Frito,Mensual,48,7,10,Lento,Alto,7,Sí,8
7939,Pizza,Quincenal,143,8,6,Rápido,Medio,10,Sí,8
7940,Shawarmas,Semanal,81,7,10,Aceptable,Bajo,5,No,7
7941,Hamburguesas,Ocasional,80,10,8,Aceptable,Medio,10,Sí,9
7942,Sándwiches,Semanal,29,9,7,Lento,Medio,0,Sí,5
7943,Sándwiches,Ocasional,67,3,10,Rápido,Medio,2,No,5
7944,Hot Dogs,Mensual,30,7,9,Rápido,Medio,3,Sí,6
7945,Hot Dogs,Mensual,43,8,10,Aceptable,Medio,10,Sí,9
7946,Hamburguesas,Semanal,98,9,5,Rápido,Alto,7,Sí,7
7947,Sándwiches,Semanal,66,8,2,Aceptable,Medio,9,Sí,6
7948,Shawarmas,Mensual,84,10,2,Rápido,Alto,8,Sí,7
7949,Hamburguesas,Ocasional,49,9,0,Aceptable,Alto,4,No,4
7950,Pollo Frito,Mensual,113,6,8,Rápido,Alto,10,Sí,8
7951,Tacos,Semanal,42,9,7,Aceptable,Alto,8,Sí,8
7952,Pizza,Semanal,129,9,1,Rápido,Bajo,10,Sí,7
7953,Pollo Frito,Mensual,108,9,9,Rápido,Medio,8,Sí,9
7954,Pollo Frito,Quincenal,104,7,4,Rápido,Medio,6,No,6
7955,Pollo Frito,Ocasional,119,7,6,Rápido,Bajo,1,No,5
7956,Pizza,Semanal,60,7,7,Aceptable,Medio,8,Sí,7
7957,Tacos,Quincenal,80,8,7,Aceptable,Medio,10,Sí,8
7958,Tacos,Semanal,55,9,9,Aceptable,Alto,10,Sí,9
7959,Hamburguesas,Ocasional,86,2,7,Rápido,Medio,9,No,6
7960,Shawarmas,Quincenal,38,8,9,Rápido,Medio,7,Sí,8
7961,Hamburguesas,Mensual,118,8,6,Rápido,Alto,4,Sí,6
7962,Tacos,Quincenal,52,2,9,Aceptable,Alto,4,Sí,5
7963,Hot Dogs,Semanal,57,3,6,Lento,Alto,9,Sí,6
7964,Pizza,Semanal,93,7,9,Lento,Alto,2,No,6
7965,Pizza,Mensual,81,1,9,Lento,Medio,6,No,5
7966,Tacos,Semanal,46,10,9,Aceptable,Alto,3,No,7
7967,Pollo Frito,Semanal,89,10,7,Aceptable,Medio,9,Sí,9
7968,Pizza,Semanal,140,5,4,Aceptable,Medio,9,No,6
7969,Hamburguesas,Semanal,63,4,7,Rápido,Medio,8,Sí,6
7970,Pollo Frito,Mensual,61,8,2,Rápido,Medio,7,Sí,6
7971,Tacos,Mensual,80,8,9,Rápido,Medio,8,Sí,8
7972,Hot Dogs,Semanal,71,7,7,Rápido,Medio,7,Sí,7
7973,Hamburguesas,Mensual,44,4,6,Rápido,Medio,5,Sí,5
7974,Sándwiches,Semanal,80,9,7,Aceptable,Medio,8,Sí,8
7975,Sándwiches,Quincenal,48,9,3,Rápido,Medio,6,No,6
7976,Pollo Frito,Ocasional,75,2,8,Aceptable,Medio,7,Sí,6
7977,Hamburguesas,Mensual,61,8,9,Rápido,Bajo,7,Sí,8
7978,Sándwiches,Quincenal,71,10,9,Aceptable,Medio,8,Sí,9
7979,Pizza,Semanal,125,5,8,Rápido,Bajo,10,No,8
7980,Pollo Frito,Mensual,93,9,2,Rápido,Alto,7,Sí,6
7981,Shawarmas,Semanal,33,6,10,Rápido,Medio,10,Sí,9
7982,Hot Dogs,Semanal,49,7,9,Rápido,Medio,4,Sí,7
7983,Pizza,Quincenal,88,9,10,Rápido,Medio,5,No,8
7984,Pizza,Ocasional,77,8,5,Rápido,Medio,9,Sí,7
7985,Pizza,Mensual,120,9,7,Aceptable,Alto,0,No,5
7986,Pizza,Mensual,98,10,9,Aceptable,Medio,8,Sí,9
7987,Tacos,Quincenal,78,8,0,Aceptable,Medio,6,No,5
7988,Hamburguesas,Semanal,109,7,3,Rápido,Bajo,8,Sí,6
7989,Tacos,Mensual,47,10,9,Rápido,Medio,7,Sí,9
7990,Hamburguesas,Quincenal,57,6,10,Aceptable,Medio,1,No,6
7991,Sándwiches,Ocasional,34,10,10,Aceptable,Alto,7,Sí,9
7992,Hamburguesas,Semanal,101,2,10,Aceptable,Medio,7,Sí,6
7993,Hamburguesas,Mensual,56,8,8,Aceptable,Medio,10,Sí,9
7994,Pollo Frito,Quincenal,55,5,7,Rápido,Medio,7,Sí,6
7995,Hamburguesas,Semanal,77,8,9,Aceptable,Medio,10,Sí,9
7996,Hamburguesas,Semanal,41,6,10,Rápido,Medio,5,No,7
7997,Pizza,Quincenal,125,10,4,Rápido,Alto,8,Sí,7
7998,Pollo Frito,Quincenal,53,3,10,Rápido,Alto,2,No,5
7999,Pizza,Semanal,151,9,3,Rápido,Medio,5,Sí,6
8000,Pollo Frito,Semanal,116,8,9,Rápido,Medio,5,No,7
8001,Hamburguesas,Quincenal,71,6,8,Rápido,Medio,8,Sí,7
8002,Pollo Frito,Semanal,121,9,3,Lento,Medio,5,Sí,6
8003,Pollo Frito,Mensual,98,9,7,Aceptable,Medio,5,No,7
8004,Sándwiches,Mensual,70,6,5,Lento,Alto,7,Sí,6
8005,Shawarmas,Semanal,87,0,7,Aceptable,Medio,8,No,5
8006,Pizza,Mensual,68,8,7,Aceptable,Medio,10,Sí,8
8007,Pollo Frito,Semanal,104,2,1,Aceptable,Medio,8,No,4
8008,Hamburguesas,Mensual,46,10,6,Rápido,Medio,6,Sí,7
8009,Pollo Frito,Mensual,46,9,8,Aceptable,Medio,8,Sí,8
8010,Hamburguesas,Semanal,110,5,3,Aceptable,Alto,8,No,5
8011,Pollo Frito,Ocasional,121,6,3,Aceptable,Alto,8,Sí,6
8012,Pizza,Semanal,68,8,2,Aceptable,Bajo,8,Sí,6
8013,Tacos,Quincenal,26,8,7,Rápido,Bajo,4,Sí,6
8014,Tacos,Mensual,54,6,9,Rápido,Alto,7,Sí,7
8015,Pollo Frito,Quincenal,95,3,10,Rápido,Medio,7,Sí,7
8016,Hamburguesas,Semanal,59,4,5,Aceptable,Medio,6,Sí,5
8017,Pizza,Semanal,109,3,6,Aceptable,Bajo,8,No,6
8018,Tacos,Semanal,80,3,3,Aceptable,Medio,4,No,3
8019,Pizza,Semanal,98,2,7,Rápido,Medio,3,No,4
8020,Hamburguesas,Mensual,119,9,7,Aceptable,Alto,8,Sí,8
8021,Pizza,Quincenal,136,6,9,Rápido,Medio,9,Sí,8
8022,Pollo Frito,Mensual,59,6,6,Rápido,Medio,7,Sí,6
8023,Sándwiches,Mensual,95,10,8,Lento,Alto,6,Sí,8
8024,Hamburguesas,Semanal,73,9,3,Aceptable,Alto,1,Sí,4
8025,Pollo Frito,Semanal,48,2,5,Rápido,Medio,10,Sí,6
8026,Tacos,Mensual,28,9,6,Aceptable,Medio,7,Sí,7
8027,Tacos,Ocasional,45,9,7,Aceptable,Alto,0,No,5
8028,Hot Dogs,Semanal,57,10,0,Rápido,Medio,8,Sí,6
8029,Sándwiches,Mensual,80,7,10,Lento,Alto,3,No,7
8030,Shawarmas,Quincenal,100,9,2,Lento,Alto,5,No,5
8031,Tacos,Semanal,45,7,8,Rápido,Medio,9,Sí,8
8032,Hot Dogs,Semanal,27,9,9,Aceptable,Bajo,6,Sí,8
8033,Hot Dogs,Quincenal,70,9,5,Aceptable,Medio,2,No,5
8034,Shawarmas,Quincenal,65,2,3,Rápido,Medio,10,Sí,5
8035,Pollo Frito,Semanal,110,8,5,Aceptable,Bajo,10,Sí,8
8036,Pizza,Mensual,66,8,8,Aceptable,Alto,7,Sí,8
8037,Pizza,Semanal,64,9,1,Aceptable,Medio,8,Sí,6
8038,Tacos,Quincenal,86,6,8,Aceptable,Alto,6,No,7
8039,Sándwiches,Semanal,47,7,8,Rápido,Alto,8,Sí,8
8040,Pizza,Ocasional,131,6,0,Rápido,Alto,10,Sí,5
8041,Pizza,Mensual,142,10,10,Rápido,Alto,10,Sí,10
8042,Hot Dogs,Ocasional,42,2,10,Lento,Bajo,8,Sí,7
8043,Pizza,Mensual,82,9,8,Rápido,Medio,5,Sí,7
8044,Hamburguesas,Semanal,117,7,9,Rápido,Alto,10,Sí,9
8045,Pizza,Semanal,61,7,10,Rápido,Medio,9,Sí,9
8046,Pizza,Quincenal,120,6,9,Aceptable,Medio,8,Sí,8
8047,Shawarmas,Semanal,49,5,6,Aceptable,Medio,6,No,6
8048,Hamburguesas,Semanal,50,10,10,Rápido,Alto,2,Sí,7
8049,Pizza,Quincenal,59,7,1,Rápido,Bajo,9,Sí,6
8050,Hot Dogs,Ocasional,45,2,6,Rápido,Alto,5,Sí,4
8051,Hamburguesas,Mensual,104,5,6,Rápido,Medio,4,No,5
8052,Shawarmas,Semanal,55,9,9,Aceptable,Medio,8,Sí,9
8053,Tacos,Mensual,36,5,10,Rápido,Medio,3,Sí,6
8054,Sándwiches,Mensual,71,8,9,Rápido,Medio,8,Sí,8
8055,Tacos,Diario,78,0,9,Rápido,Alto,2,No,4
8056,Hamburguesas,Semanal,79,10,0,Aceptable,Alto,6,No,5
8057,Pollo Frito,Semanal,122,8,1,Rápido,Medio,7,Sí,5
8058,Tacos,Mensual,86,8,4,Rápido,Medio,3,No,5
8059,Hamburguesas,Mensual,62,8,10,Rápido,Medio,10,Sí,9
8060,Pollo Frito,Mensual,98,7,9,Rápido,Medio,9,Sí,8
8061,Pizza,Quincenal,124,9,7,Rápido,Alto,7,Sí,8
8062,Pollo Frito,Mensual,60,8,8,Lento,Medio,9,Sí,8
8063,Pizza,Quincenal,48,5,7,Rápido,Alto,3,Sí,5
8064,Pizza,Quincenal,87,7,9,Rápido,Medio,7,Sí,8
8065,Pizza,Mensual,86,10,6,Rápido,Medio,8,Sí,8
8066,Sándwiches,Quincenal,32,8,10,Aceptable,Bajo,8,Sí,9
8067,Pizza,Semanal,78,9,4,Aceptable,Medio,4,Sí,6
8068,Pollo Frito,Semanal,57,8,4,Aceptable,Medio,0,No,4
8069,Pizza,Mensual,72,7,2,Lento,Medio,3,No,4
8070,Pizza,Semanal,128,8,7,Rápido,Alto,8,Sí,8
8071,Shawarmas,Diario,95,3,9,Lento,Medio,9,No,7
8072,Pizza,Mensual,116,7,9,Rápido,Medio,7,Sí,8
8073,Shawarmas,Semanal,54,9,6,Aceptable,Medio,9,Sí,8
8074,Pizza,Semanal,54,7,10,Aceptable,Medio,1,Sí,6
8075,Pizza,Semanal,106,9,6,Rápido,Medio,7,Sí,7
8076,Sándwiches,Ocasional,37,10,9,Aceptable,Medio,3,Sí,7
8077,Tacos,Quincenal,61,10,6,Aceptable,Medio,10,Sí,9
8078,Hot Dogs,Semanal,74,5,5,Aceptable,Alto,8,Sí,6
8079,Pizza,Quincenal,75,4,3,Lento,Medio,10,Sí,6
8080,Pollo Frito,Quincenal,51,4,6,Rápido,Alto,0,No,3
8081,Pizza,Mensual,117,5,8,Aceptable,Alto,9,Sí,7
8082,Hamburguesas,Quincenal,106,8,6,Aceptable,Medio,6,No,7
8083,Pollo Frito,Semanal,91,2,9,Lento,Bajo,1,Sí,4
8084,Pollo Frito,Semanal,127,4,5,Rápido,Bajo,6,Sí,5
8085,Hamburguesas,Mensual,39,10,8,Aceptable,Medio,5,Sí,8
8086,Pizza,Mensual,121,4,0,Aceptable,Bajo,6,No,3
8087,Pizza,Quincenal,64,1,9,Rápido,Medio,4,No,5
8088,Pollo Frito,Quincenal,90,9,5,Rápido,Medio,8,Sí,7
8089,Pollo Frito,Semanal,98,9,0,Aceptable,Bajo,5,No,5
8090,Pollo Frito,Semanal,39,9,10,Aceptable,Alto,7,Sí,9
8091,Pollo Frito,Semanal,93,8,8,Aceptable,Alto,10,Sí,9
8092,Pollo Frito,Semanal,109,2,3,Rápido,Medio,0,No,2
8093,Sándwiches,Semanal,64,5,9,Aceptable,Medio,0,Sí,5
8094,Tacos,Semanal,72,5,9,Rápido,Alto,9,No,8
8095,Hamburguesas,Ocasional,58,8,5,Aceptable,Medio,9,Sí,7
8096,Tacos,Mensual,71,7,5,Rápido,Bajo,0,No,4
8097,Pizza,Mensual,127,2,5,Aceptable,Alto,8,No,5
8098,Hamburguesas,Quincenal,86,5,10,Lento,Bajo,9,Sí,8
8099,Pizza,Quincenal,75,8,9,Aceptable,Alto,9,Sí,9
8100,Pollo Frito,Semanal,64,8,6,Aceptable,Bajo,5,Sí,6
8101,Pollo Frito,Mensual,89,8,5,Rápido,Medio,8,Sí,7
8102,Hamburguesas,Semanal,69,8,7,Rápido,Medio,4,No,6
8103,Hamburguesas,Quincenal,92,3,9,Lento,Alto,5,No,6
8104,Pizza,Semanal,133,8,7,Rápido,Bajo,8,Sí,8
8105,Hamburguesas,Quincenal,70,6,7,Rápido,Medio,6,No,6
8106,Hamburguesas,Semanal,35,7,8,Aceptable,Medio,6,Sí,7
8107,Pizza,Quincenal,126,1,9,Rápido,Medio,10,Sí,7
8108,Hamburguesas,Semanal,53,9,3,Aceptable,Alto,6,No,6
8109,Shawarmas,Ocasional,37,9,8,Rápido,Medio,9,Sí,9
8110,Pollo Frito,Quincenal,84,8,9,Rápido,Alto,5,Sí,7
8111,Pizza,Semanal,97,10,1,Rápido,Alto,9,Sí,7
8112,Pizza,Mensual,105,9,9,Aceptable,Medio,8,Sí,9
8113,Pollo Frito,Quincenal,101,9,5,Aceptable,Medio,10,Sí,8
8114,Hamburguesas,Quincenal,82,8,8,Rápido,Medio,8,Sí,8
8115,Hot Dogs,Mensual,42,6,9,Lento,Alto,10,Sí,8
8116,Tacos,Quincenal,86,8,5,Rápido,Medio,7,Sí,7
8117,Pizza,Quincenal,72,7,8,Lento,Bajo,7,Sí,7
8118,Hamburguesas,Mensual,62,4,6,Rápido,Medio,7,Sí,6
8119,Pollo Frito,Quincenal,86,6,7,Rápido,Alto,7,Sí,7
8120,Hot Dogs,Ocasional,54,4,9,Aceptable,Medio,0,No,4
8121,Shawarmas,Mensual,82,4,9,Lento,Bajo,2,Sí,5
8122,Hamburguesas,Ocasional,48,9,5,Rápido,Medio,9,Sí,8
8123,Hamburguesas,Semanal,79,7,6,Lento,Medio,9,Sí,7
8124,Tacos,Mensual,57,5,5,Rápido,Medio,10,No,7
8125,Tacos,Ocasional,41,10,6,Aceptable,Bajo,1,No,6
8126,Pollo Frito,Mensual,114,9,8,Rápido,Medio,3,Sí,7
8127,Pollo Frito,Semanal,52,7,7,Aceptable,Medio,7,Sí,7
8128,Hamburguesas,Mensual,85,6,5,Rápido,Alto,10,Sí,7
8129,Pollo Frito,Semanal,51,6,4,Lento,Medio,5,No,5
8130,Sándwiches,Ocasional,44,9,9,Rápido,Bajo,10,Sí,9
8131,Hamburguesas,Semanal,114,7,8,Lento,Medio,2,No,6
8132,Hot Dogs,Quincenal,54,5,0,Aceptable,Medio,7,Sí,4
8133,Pizza,Semanal,66,3,9,Rápido,Alto,8,No,7
8134,Hot Dogs,Mensual,42,10,10,Rápido,Medio,8,Sí,9
8135,Hamburguesas,Quincenal,86,5,8,Aceptable,Medio,8,No,7
8136,Hamburguesas,Quincenal,35,9,7,Aceptable,Medio,10,Sí,9
8137,Sándwiches,Mensual,87,9,8,Aceptable,Medio,8,Sí,8
8138,Sándwiches,Quincenal,34,9,2,Lento,Medio,8,Sí,6
8139,Hamburguesas,Semanal,50,5,10,Aceptable,Medio,2,Sí,6
8140,Pizza,Mensual,81,6,7,Aceptable,Medio,9,Sí,7
8141,Hot Dogs,Mensual,56,9,5,Aceptable,Bajo,8,Sí,7
8142,Pizza,Mensual,73,9,8,Lento,Medio,3,Sí,7
8143,Pizza,Quincenal,96,7,9,Aceptable,Medio,5,Sí,7
8144,Tacos,Semanal,81,7,9,Rápido,Medio,2,Sí,6
8145,Hamburguesas,Diario,71,4,7,Rápido,Alto,6,No,6
8146,Pollo Frito,Mensual,48,7,5,Rápido,Alto,6,Sí,6
8147,Sándwiches,Mensual,65,8,4,Rápido,Medio,5,No,6
8148,Hamburguesas,Semanal,42,10,6,Aceptable,Medio,3,No,6
8149,Pizza,Mensual,71,8,2,Rápido,Bajo,1,No,4
8150,Sándwiches,Quincenal,70,0,9,Aceptable,Medio,3,Sí,4
8151,Pollo Frito,Semanal,119,7,1,Rápido,Alto,10,Sí,6
8152,Pollo Frito,Mensual,42,8,1,Rápido,Medio,8,Sí,6
8153,Pollo Frito,Semanal,122,6,6,Aceptable,Medio,0,No,4
8154,Pollo Frito,Quincenal,120,6,10,Aceptable,Medio,10,Sí,9
8155,Hamburguesas,Semanal,113,7,5,Lento,Alto,5,Sí,6
8156,Tacos,Semanal,46,4,6,Aceptable,Alto,7,No,6
8157,Pollo Frito,Diario,113,3,8,Lento,Alto,0,Sí,4
8158,Pollo Frito,Quincenal,54,1,8,Aceptable,Medio,6,No,5
8159,Tacos,Mensual,89,7,4,Aceptable,Medio,0,No,4
8160,Pollo Frito,Semanal,40,7,7,Rápido,Medio,3,No,6
8161,Sándwiches,Semanal,64,7,9,Lento,Medio,9,Sí,8
8162,Hot Dogs,Quincenal,47,9,8,Aceptable,Medio,9,Sí,9
8163,Pizza,Quincenal,148,9,6,Lento,Medio,1,Sí,5
8164,Pizza,Mensual,53,6,10,Aceptable,Medio,0,No,5
8165,Tacos,Semanal,66,8,8,Rápido,Medio,9,Sí,8
8166,Hamburguesas,Ocasional,43,10,7,Rápido,Alto,7,Sí,8
8167,Hot Dogs,Semanal,26,9,9,Aceptable,Medio,4,No,7
8168,Sándwiches,Ocasional,74,8,8,Aceptable,Medio,9,Sí,8
8169,Hamburguesas,Mensual,110,4,8,Rápido,Alto,1,Sí,4
8170,Pizza,Mensual,132,8,0,Rápido,Medio,8,Sí,5
8171,Hamburguesas,Mensual,108,7,9,Rápido,Medio,7,Sí,8
8172,Hamburguesas,Ocasional,81,7,6,Rápido,Medio,5,Sí,6
8173,Pizza,Ocasional,116,7,8,Lento,Medio,3,Sí,6
8174,Shawarmas,Quincenal,43,10,7,Aceptable,Medio,8,Sí,8
8175,Pizza,Diario,135,7,6,Rápido,Alto,1,Sí,5
8176,Hamburguesas,Mensual,37,8,6,Rápido,Medio,9,Sí,8
8177,Pizza,Semanal,71,9,0,Aceptable,Medio,10,Sí,6
8178,Pollo Frito,Mensual,76,10,4,Aceptable,Medio,9,Sí,8
8179,Pollo Frito,Semanal,104,6,1,Rápido,Alto,10,Sí,6
8180,Hamburguesas,Mensual,113,3,9,Aceptable,Medio,10,Sí,7
8181,Hot Dogs,Mensual,58,9,7,Aceptable,Bajo,9,Sí,8
8182,Pizza,Semanal,100,9,8,Aceptable,Alto,9,Sí,9
8183,Pollo Frito,Semanal,41,2,10,Lento,Medio,4,No,5
8184,Tacos,Mensual,36,3,6,Rápido,Medio,8,Sí,6
8185,Pollo Frito,Semanal,41,8,2,Rápido,Medio,10,Sí,7
8186,Pollo Frito,Quincenal,76,9,4,Rápido,Bajo,3,Sí,5
8187,Hot Dogs,Ocasional,48,9,5,Rápido,Alto,8,Sí,7
8188,Hamburguesas,Semanal,67,9,0,Rápido,Alto,10,Sí,6
8189,Hot Dogs,Mensual,54,9,8,Rápido,Bajo,9,Sí,9
8190,Shawarmas,Semanal,93,2,8,Rápido,Bajo,6,No,5
8191,Shawarmas,Ocasional,38,9,5,Aceptable,Alto,6,Sí,7
8192,Pizza,Ocasional,66,9,0,Lento,Bajo,9,Sí,6
8193,Pizza,Semanal,48,2,9,Aceptable,Bajo,7,No,6
8194,Sándwiches,Quincenal,29,0,10,Aceptable,Alto,4,No,5
8195,Pizza,Quincenal,108,6,2,Aceptable,Medio,8,Sí,5
8196,Pizza,Quincenal,67,4,8,Lento,Medio,9,No,7
8197,Pollo Frito,Quincenal,94,10,9,Rápido,Medio,0,No,6
8198,Pollo Frito,Mensual,51,7,8,Lento,Medio,9,Sí,8
8199,Sándwiches,Mensual,45,9,6,Rápido,Alto,7,Sí,7
8200,Pizza,Mensual,113,7,0,Rápido,Medio,7,Sí,5
8201,Hamburguesas,Semanal,85,8,7,Rápido,Bajo,5,Sí,7
8202,Pollo Frito,Semanal,95,7,5,Aceptable,Bajo,6,Sí,6
8203,Sándwiches,Quincenal,62,5,5,Lento,Bajo,8,Sí,6
8204,Tacos,Semanal,65,8,10,Rápido,Medio,0,Sí,6
8205,Hot Dogs,Mensual,51,8,7,Rápido,Medio,8,Sí,8
8206,Hamburguesas,Mensual,111,4,8,Aceptable,Bajo,8,Sí,7
8207,Pizza,Quincenal,115,4,3,Rápido,Bajo,6,No,4
8208,Pizza,Semanal,104,7,9,Rápido,Bajo,7,Sí,8
8209,Hot Dogs,Semanal,44,6,10,Rápido,Medio,4,Sí,7
8210,Pizza,Mensual,146,9,8,Rápido,Bajo,6,No,8
8211,Pollo Frito,Quincenal,114,7,4,Rápido,Medio,6,No,6
8212,Tacos,Diario,27,5,6,Rápido,Bajo,4,No,5
8213,Shawarmas,Semanal,44,7,10,Rápido,Medio,8,Sí,8
8214,Hot Dogs,Mensual,39,3,8,Rápido,Medio,0,No,4
8215,Hamburguesas,Semanal,98,7,9,Rápido,Medio,8,Sí,8
8216,Pollo Frito,Semanal,89,7,10,Lento,Alto,8,Sí,8
8217,Hamburguesas,Semanal,36,7,8,Aceptable,Bajo,9,Sí,8
8218,Hamburguesas,Quincenal,54,9,10,Rápido,Medio,3,No,7
8219,Shawarmas,Semanal,44,10,7,Aceptable,Medio,6,Sí,8
8220,Hamburguesas,Mensual,38,7,10,Aceptable,Alto,6,Sí,8
8221,Pollo Frito,Quincenal,109,7,10,Aceptable,Medio,10,Sí,9
8222,Shawarmas,Semanal,94,0,9,Rápido,Alto,3,Sí,4
8223,Sándwiches,Mensual,52,9,0,Rápido,Medio,3,No,4
8224,Hamburguesas,Mensual,48,9,3,Rápido,Bajo,10,Sí,7
8225,Pollo Frito,Mensual,76,5,6,Rápido,Medio,0,No,4
8226,Hamburguesas,Diario,38,5,6,Aceptable,Medio,8,Sí,6
8227,Pizza,Semanal,117,4,6,Aceptable,Bajo,1,No,4
8228,Tacos,Mensual,50,2,6,Aceptable,Alto,8,No,5
8229,Tacos,Ocasional,89,9,6,Lento,Alto,3,Sí,6
8230,Tacos,Mensual,89,1,1,Aceptable,Alto,9,Sí,4
8231,Tacos,Semanal,75,5,10,Rápido,Medio,0,No,5
8232,Hamburguesas,Semanal,119,7,7,Rápido,Medio,10,Sí,8
8233,Pollo Frito,Mensual,105,10,4,Rápido,Alto,9,Sí,8
8234,Hot Dogs,Quincenal,25,7,8,Aceptable,Medio,2,Sí,6
8235,Sándwiches,Semanal,68,7,7,Aceptable,Alto,10,Sí,8
8236,Hamburguesas,Semanal,92,7,9,Rápido,Medio,5,No,7
8237,Hamburguesas,Quincenal,62,10,9,Lento,Medio,10,Sí,10
8238,Sándwiches,Quincenal,48,6,8,Aceptable,Bajo,5,Sí,6
8239,Pizza,Semanal,132,6,7,Rápido,Alto,8,Sí,7
8240,Hamburguesas,Semanal,39,9,3,Rápido,Medio,9,Sí,7
8241,Pollo Frito,Semanal,40,5,10,Rápido,Alto,6,No,7
8242,Hamburguesas,Quincenal,76,5,5,Rápido,Alto,8,Sí,6
8243,Hamburguesas,Semanal,110,5,4,Aceptable,Medio,8,No,6
8244,Pizza,Mensual,49,8,3,Aceptable,Medio,5,Sí,5
8245,Pizza,Quincenal,100,2,8,Aceptable,Bajo,9,No,6
8246,Sándwiches,Mensual,85,8,10,Aceptable,Medio,4,Sí,7
8247,Sándwiches,Ocasional,52,4,7,Rápido,Alto,7,Sí,6
8248,Pollo Frito,Mensual,128,10,8,Rápido,Alto,5,No,8
8249,Pizza,Mensual,128,5,9,Rápido,Medio,9,No,8
8250,Pollo Frito,Mensual,52,8,7,Aceptable,Medio,4,No,6
8251,Pollo Frito,Semanal,54,7,7,Aceptable,Medio,10,Sí,8
8252,Hot Dogs,Semanal,58,3,9,Aceptable,Bajo,5,Sí,6
8253,Pollo Frito,Semanal,50,1,7,Lento,Medio,3,Sí,4
8254,Hamburguesas,Semanal,98,8,8,Rápido,Medio,9,Sí,8
8255,Pizza,Semanal,137,8,9,Lento,Medio,3,No,7
8256,Pollo Frito,Ocasional,115,2,8,Rápido,Medio,10,No,7
8257,Sándwiches,Ocasional,82,7,8,Aceptable,Medio,8,Sí,8
8258,Tacos,Semanal,76,6,9,Aceptable,Alto,7,Sí,7
8259,Sándwiches,Mensual,92,8,5,Rápido,Medio,8,Sí,7
8260,Hamburguesas,Semanal,69,9,9,Rápido,Medio,7,Sí,8
8261,Pollo Frito,Quincenal,130,6,3,Lento,Medio,7,Sí,5
8262,Hamburguesas,Ocasional,91,10,5,Rápido,Alto,3,No,6
8263,Pizza,Quincenal,114,10,10,Rápido,Medio,2,Sí,7
8264,Pizza,Quincenal,92,0,10,Lento,Medio,5,No,5
8265,Hamburguesas,Mensual,110,7,7,Aceptable,Medio,0,No,5
8266,Sándwiches,Mensual,95,4,10,Aceptable,Medio,5,Sí,6
8267,Hamburguesas,Semanal,101,8,0,Rápido,Alto,0,Sí,3
8268,Hamburguesas,Quincenal,57,6,10,Aceptable,Bajo,7,Sí,8
8269,Pollo Frito,Diario,105,5,10,Rápido,Bajo,7,No,7
8270,Pollo Frito,Semanal,49,9,2,Lento,Medio,9,Sí,7
